,Label,PrawnID,Avg_Length,Std_Length,Uncertainty,Length_1,Length_2,Length_3,BoundingBox_1,BoundingBox_2,BoundingBox_3,Angle_1,Angle_2,Angle_3,Scale_1,Scale_2,Scale_3,Global_Uncertainty
286,carapace:undistorted_GX010084_30_344.jpg_gamma,Prawn_1,32.66466666666667,0.7833051058743908,0.4522414137341879,33.755,31.95,32.289,"(1084.001757, 232.001391, 40.998198, 164.997993)","(1076.00496, 227.9997321, 21.0011598, 168.9994995)","(1071.9954036, 191.9982559, 20.9997216, 180.999203)",-76.293,-83.211,-83.66,50.01,52.953,56.089,0.2942581907953586
287,carapace:undistorted_GX010084_30_344.jpg_gamma,Prawn_2,34.274,3.884616068545256,2.242784132872949,36.871,37.168,28.783,"(4160.001834, 599.999976, 140.998194, 120.999195)","(4168.0153548, 592.0039494, 157.0003497, 121.0029003)","(4183.9813906, 607.9991511000001, 121.0007997, 108.9977537)",-139.399,-142.431,-138.013,50.01,52.953,56.089,0.2942581907953586
288,carapace:undistorted_GX010084_30_344.jpg_gamma,Prawn_3,36.25266666666666,1.221799310670766,0.7054061609114661,37.898,35.887,34.973,"(3091.998275999999, 1315.998147, 133.001595, 137.002395)","(3092.010394800001, 1352.0065866, 125.0008518, 145.0011999)","(3103.9876956, 1311.9946257, 124.9999454, 152.9995742)",-134.145,-130.732,-129.207,50.01,52.953,56.089,0.2942581907953586
289,carapace:undistorted_GX010084_30_344.jpg_gamma,Prawn_5,33.51966666666667,3.733076687607095,2.155292830495473,38.798,30.971,30.79,"(1015.998159, 1580.000937, 48.99979799999999, 188.997792)","(1856.0079453, 2228.0080656, 1.0008117, 165.001548)","(1019.9952917, 1587.991768, 41.001059, 169.0017659)",-104.323,-90.0,-103.392,50.01,52.953,56.089,0.2942581907953586
298,carapace:undistorted_GX010084_130_1748.jpg_gamma,Prawn_0,35.57666666666667,0.4978676754140819,0.2874440364211335,34.92,35.685,36.125,"(2275.9840992, 455.9966507999999, 181.001418, 64.9985748)","(2288.001452, 440.0020405, 152.9989923, 61.0008553)","(2283.979334, 431.9937076, 169.0007592, 72.9999088)",-19.573,-21.541,-23.199,54.708,45.793,50.596,0.2942581907953586
299,carapace:undistorted_GX010084_130_1748.jpg_gamma,Prawn_1,41.317,3.107763504515748,1.794268095909862,38.923,45.706,39.322,"(3879.9788928, 1555.9885236, 101.0019096, 188.9997276)","(3899.9974794, 1556.000347, 93.0010037, 189.0014489)","(3871.965151599999, 1579.98659, 100.9997352, 172.9978432)",61.991,63.925,59.826,54.708,45.793,50.596,0.2942581907953586
300,carapace:undistorted_GX010084_130_1748.jpg_gamma,Prawn_2,29.259,2.948261295520916,1.702179452610356,30.856,31.796,25.125,"(1871.9874024, 1359.9916428, 164.999328, 40.9981752)","(1867.9972146, 1344.0016535, 141.0012263, 40.9984729)","(1871.9811656, 1351.9858352, 124.997418, 29.0016272)",-13.707,-15.945,-12.724,54.708,45.793,50.596,0.2942581907953586
301,carapace:undistorted_GX010084_130_1748.jpg_gamma,Prawn_3,39.387,1.504854145756327,0.8688279461435399,37.26,40.389,40.512,"(923.9962367999999, 1879.9911828, 57.0002652, 196.9980372)","(919.9996871999999, 1899.997363, 69.0008924, 173.0013747)","(911.9929, 1879.9854528, 60.99853759999999, 197.0005856)",-74.055,-68.429,-72.979,54.708,45.793,50.596,0.2942581907953586
310,carapace:undistorted_GX010084_167_2291.jpg_gamma,Prawn_0,51.081,5.681175465224313,3.280028184160755,44.857,49.793,58.593,"(1960.002744, 172.0002408, 249.0003486, 37.0000518)","(1919.9997218, 176.0026816, 276.9981104, 40.99858800000001)","(1912.0057472, 168.0007556, 317.0032084, 44.9991328)",-171.741,-171.754,-172.073,55.866,56.009,54.452,0.2942581907953586
311,carapace:undistorted_GX010084_167_2291.jpg_gamma,Prawn_1,45.99366666666666,3.306996858514112,1.909295526472369,44.38,42.999,50.602,"(2504.0035056, 2240.003136, 245.000343, 45.000063)","(2488.0037935, 2236.0024998, 237.0020835, 49.00227410000001)","(2500.0111144, 2232.0092608, 268.9983252, 64.99935239999999)",-169.778,-168.503,-166.569,55.866,56.009,54.452,0.2942581907953586
330,carapace:undistorted_GX010085_261_3610.jpg_gamma,Prawn_0,31.91366666666666,5.701510462636681,3.291768600390756,34.65,23.977,37.114,"(2012.0075226, 60.00118560000001, 185.0017815, 64.9994103)","(1271.9913944, 1455.9891944, 5.000067199999999, 141.0007268)","(1992.0114689, 47.9994567, 213.001068, 88.99783300000001)",19.179,88.363,22.543,56.223,58.412,61.847,0.2942581907953586
331,carapace:undistorted_GX010085_261_3610.jpg_gamma,Prawn_1,36.11799999999999,5.497224815001352,3.173824226736921,33.347,43.794,31.213,"(4088.0193084, 492.0018507, 105.0020748, 157.0027275)","(4087.9755024, 427.9964064, 116.999236, 228.9984048)","(4068.0297179, 476.0054355, 108.9991528, 161.0001104)",-123.69,-116.966,-124.019,56.223,58.412,61.847,0.2942581907953586
332,carapace:undistorted_GX010085_261_3610.jpg_gamma,Prawn_2,30.01333333333333,3.843234951039149,2.218892733541431,34.268,30.815,24.957,"(3292.0140744, 2572.0110918, 144.999117, 128.9980512)","(3255.9841804, 2551.9852328, 145.0019488, 108.996792)","(3272.021719700001, 2560.0143169, 133.0019735, 81.0010159)",-41.634,-36.87,-31.218,56.223,58.412,61.847,0.2942581907953586
341,carapace:undistorted_GX010085_263_3738.jpg_gamma,Prawn_1,40.687,2.844031762598066,1.642002503719839,37.042,43.982,41.037,"(3219.98178, 219.9962, 92.99644, 208.99946)","(3212.0094396, 223.9987566, 89.0021214, 193.0012011)","(3224.0261355, 232.0007115, 88.99826449999999, 197.001394)",-113.86,-114.624,-114.179,61.4,48.021,52.355,0.2942581907953586
342,carapace:undistorted_GX010085_263_3738.jpg_gamma,Prawn_2,40.70633333333333,3.895126042747383,2.248852069307723,35.329,44.43,42.36,"(2667.9835, 1159.99336, 20.9988, 216.99988)","(2664.0081939, 1164.0050295, 24.9997326, 213.0019476)","(2668.021271, 1168.008637, 28.9994345, 221.000926)",-95.29,-96.459,-97.253,61.4,48.021,52.355,0.2942581907953586
343,carapace:undistorted_GX010085_263_3738.jpg_gamma,Prawn_3,37.846,3.517158606981871,2.030632468523593,34.088,42.547,36.903,"(2691.98476, 2431.98646, 189.00148, 92.99644)","(2724.0104334, 2460.0101838, 189.0010518, 81.0018228)","(2756.0247905, 2444.0204035, 173.001862, 88.99826449999999)",-26.075,-23.051,-27.096,61.4,48.021,52.355,0.2942581907953586
352,carapace:undistorted_GX010088_209_2904.jpg_gamma,Prawn_0,37.23433333333333,4.746575069340935,2.740436394012756,32.793,43.814,35.096,"(3715.998, 471.9997, 5.002, 201.0011)","(3720.0223368, 472.00083, 4.9998312, 216.9995772)","(3716.0123598, 484.0046638, 4.999867999999999, 205.0004018)",-88.854,-91.061,-91.123,61.0,49.308,58.138,0.2942581907953586
353,carapace:undistorted_GX010088_209_2904.jpg_gamma,Prawn_1,37.79366666666667,2.242607460574013,1.294770021049069,37.337,40.74,35.304,"(3443.999, 1947.9984, 116.998, 196.9995)","(3456.022374, 1980.012048, 117.0029532, 164.9993604)","(3444.013726799999, 1964.0062884, 113.0028306, 173.0012466)",-59.381,-54.728,-56.929,61.0,49.308,58.138,0.2942581907953586
362,carapace:undistorted_GX010088_262_3712.jpg_gamma,Prawn_0,42.525,2.046414099508373,1.181497731224605,39.845,42.919,44.811,"(376.0025352, 456.0050049, 60.99848099999999, 204.9986571)","(396.0016656, 455.999472, 44.999616, 213.0015456)","(392.0011392, 443.9978928, 53.00066880000001, 220.9975536)",-106.39,-101.725,-103.299,53.367,50.448,50.448,0.2942581907953586
363,carapace:undistorted_GX010088_262_3712.jpg_gamma,Prawn_1,33.435,1.661231069618754,0.9591122052305576,31.623,35.636,33.046,"(2076.0136569, 660.0056990999999, 89.00014589999999, 145.0034757)","(2072.000256, 668.0021472, 97.00141440000002, 152.9986944)","(2067.9997296, 660.0010944, 84.9998352, 144.9976416)",-58.57,-57.724,-59.744,53.367,50.448,50.448,0.2942581907953586
364,carapace:undistorted_GX010088_262_3712.jpg_gamma,Prawn_2,40.21266666666667,3.321893068049535,1.917895857057551,37.477,38.273,44.888,"(2600.0188932, 1108.005654, 57.00129269999999, 193.0017555)","(2620.0017456, 1124.0016192, 44.999616, 188.9983872)","(2599.9991136, 1099.9984608, 68.9977296, 217.002072)",-106.26,-103.173,-107.475,53.367,50.448,50.448,0.2942581907953586
365,carapace:undistorted_GX010088_262_3712.jpg_gamma,Prawn_3,42.80366666666666,1.479237716603462,0.8540382938764559,41.163,42.5,44.748,"(3100.0196529, 1504.0101408, 41.00186609999999, 217.0008954)","(3091.9982784, 1496.0001264, 32.9980368, 213.0015456)","(3099.999331200001, 1483.9985472, 28.9975104, 224.99808)",-100.491,-98.584,-97.125,53.367,50.448,50.448,0.2942581907953586
366,carapace:undistorted_GX010088_262_3712.jpg_gamma,Prawn_4,41.113,1.731099265399494,0.9994506268723613,42.36,38.665,42.314,"(3048.0188481, 2212.0141197, 221.0034204, 52.99876769999999)","(3055.9985856, 2196.00144, 188.9983872, 53.00066880000001)","(3044.0020512, 2219.9995536, 209.0010192, 49.0001424)",-166.701,-164.539,-167.005,53.367,50.448,50.448,0.2942581907953586
367,carapace:undistorted_GX010088_262_3712.jpg_gamma,Prawn_5,43.90633333333333,1.814070254672869,1.047353949864274,46.259,41.844,43.616,"(2444.0164788, 2228.0135463, 112.9992858, 221.0034204)","(2416.0001232, 2255.9992464, 97.00141440000002, 188.9983872)","(2424.001176, 2247.9981936, 101.0019408, 196.99944)",-116.98,-117.051,-117.031,53.367,50.448,50.448,0.2942581907953586
376,carapace:undistorted_GX010088_327_4364.jpg_gamma,Prawn_0,37.87666666666667,5.776239395623726,3.33491336996708,29.765,41.097,42.768,"(1643.9876022, 1083.9941739, 172.998393, 4.9997865)","(1644.0074774, 1088.0032211, 205.000721, 4.9996543)","(1632.0073141, 1076.0030578, 212.9991749, 12.9981082)",1.332,1.123,3.24,57.801,49.649,49.649,0.2942581907953586
377,carapace:undistorted_GX010088_327_4364.jpg_gamma,Prawn_1,37.07266666666666,2.237244485720971,1.291673706074008,33.937,39.006,38.275,"(2727.9817761, 1659.986919, 152.999247, 125.0004426)","(2740.0141173, 1660.0093501, 152.9983584, 120.9995779)","(2720.0105352, 1664.0060946, 144.9999045, 125.0012873)",39.207,38.29,40.732,57.801,49.649,49.649,0.2942581907953586
378,carapace:undistorted_GX010088_327_4364.jpg_gamma,Prawn_2,38.64133333333334,3.5341641476058,2.040450621980533,34.379,43.033,38.512,"(499.9959903, 1759.9884291, 129.0002718, 152.999247)","(496.0034398, 1772.0075643, 132.9997412, 169.0002311)","(512.0003475999999, 1772.0075643, 117.0028334, 152.9983584)",-49.899,-51.843,-52.651,57.801,49.649,49.649,0.2942581907953586
379,carapace:undistorted_GX010088_327_4364.jpg_gamma,Prawn_3,42.78733333333333,2.992138180112825,1.727511783740696,38.963,43.131,46.268,"(439.9985523, 2603.9812908, 125.0004426, 188.9977098)","(432.0009139, 2620.0124843, 117.0028334, 181.0003944)","(412.0022967, 2608.012321, 132.9997412, 188.9988483)",-56.592,-57.2,-54.926,57.801,49.649,49.649,0.2942581907953586
388,carapace:undistorted_GX010089_11_236.jpg_gamma,Prawn_0,27.96866666666666,2.8847350350114,1.665502549004576,31.692,27.551,24.663,"(2040.0087735, 1048.00407, 81.0024015, 148.998978)","(2039.995138, 1055.998626, 73.002064, 140.998664)","(2036.0102014, 1064.0067932, 72.99807279999999, 125.0025138)",-61.607,-62.784,-59.859,53.085,57.14,58.138,0.2942581907953586
389,carapace:undistorted_GX010089_11_236.jpg_gamma,Prawn_1,22.925,0.7952815015242506,0.4591559889865559,23.54,21.802,23.433,"(2596.0104465, 1368.0057585, 81.0024015, 97.0022205)","(2591.990394, 1367.994454, 85.001464, 93.001064)","(2576.007573, 1356.0048982, 88.9976504, 105.0030418)",-50.194,-47.603,-49.764,53.085,57.14,58.138,0.2942581907953586
390,carapace:undistorted_GX010089_11_236.jpg_gamma,Prawn_2,27.132,4.411660987277544,2.54707365857806,32.957,26.155,22.284,"(4540.0149975, 1188.0051405, 32.99763600000001, 172.9987065)","(4543.984218000001, 1199.99714, 40.99795, 144.998464)","(4544.0195696, 1220.0026748, 20.9994456, 129.0024082)",-100.539,-105.524,-98.881,53.085,57.14,58.138,0.2942581907953586
391,carapace:undistorted_GX010089_11_236.jpg_gamma,Prawn_3,18.408,2.070408816313017,1.195351087430895,19.211,20.445,15.568,"(3456.008680500001, 2484.006405, 68.999883, 76.99979250000001)","(3447.987592, 2487.98988, 73.002064, 93.001064)","(3452.0135156, 2508.0093682, 64.998284, 64.998284)",-48.18,-51.953,-45.0,53.085,57.14,58.138,0.2942581907953586
400,carapace:undistorted_GX010090_132_1852.jpg_gamma,Prawn_0,35.17833333333333,2.343644502810855,1.353103784582634,33.779,38.48,33.276,"(3228.0049186, 1264.0029584, 176.9995948, 73.00205919999999)","(3191.9942175, 1268.0008418, 201.0013643, 64.99951809999999)","(3195.98052, 1251.99512, 189.00148, 80.99888)",-22.249,-17.745,-23.051,56.294,54.571,61.4,0.2942581907953586
401,carapace:undistorted_GX010090_132_1852.jpg_gamma,Prawn_1,38.237,2.733291178536724,1.578066397701807,41.237,38.848,34.626,"(1496.0017912, 2548.007175, 9.0014106, 233.000866)","(1499.9985341, 2511.9959007, 0.9986493, 213.0015272)","(1503.993, 2527.98536, 17.00166, 212.9966)",-88.025,-90.0,-85.684,56.294,54.571,61.4,0.2942581907953586
410,carapace:undistorted_GX010091_5_149.jpg_gamma,Prawn_0,19.88966666666667,2.329138658150022,1.344728831262879,20.39,22.459,16.82,"(536.0023309999999, 331.9981625, 104.9988355, 24.999972)","(528.0037428999999, 324.0034487999999, 121.0000364, 41.00168799999999)","(544.0020072, 340.0012545, 88.9984941, 25.000491)",12.995,18.435,15.255,52.345,56.321,54.231,0.2942581907953586
411,carapace:undistorted_GX010091_5_149.jpg_gamma,Prawn_1,31.54933333333334,0.8241457530207993,0.4758207723580453,32.177,32.086,30.385,"(2543.998407, 1516.0001865, 13.002498, 169.001067)","(2548.0239931, 1496.0152983, 16.9976778, 180.9987977)","(2543.9979024, 1511.9982417, 17.0014185, 164.9978175)",-85.914,-84.92,-84.428,52.345,56.321,54.231,0.2942581907953586
412,carapace:undistorted_GX010091_5_149.jpg_gamma,Prawn_2,28.17333333333333,0.7470360693359386,0.4313014757254641,27.275,28.141,29.104,"(779.9980794999999, 1443.999639, 141.0017265, 28.99913)","(760.0068382, 1456.010492, 157.0004196, 28.9996829)","(779.9990499, 1435.9989183, 156.998745, 25.000491)",-11.31,-10.176,-8.746,52.345,56.321,54.231,0.2942581907953586
413,carapace:undistorted_GX010091_5_149.jpg_gamma,Prawn_3,11.41433333333333,0.9340436582706156,0.5392703575374028,10.252,11.452,12.539,"(2432.001045, 2471.9978595, 49.0001545, 24.999972)","(2424.0220474, 2480.0220177, 57.0024841, 32.99847389999999)","(2424.0009687, 2484.0021471, 60.99902879999999, 32.9995635)",26.565,29.745,28.072,52.345,56.321,54.231,0.2942581907953586
422,carapace:undistorted_GX010094_9_129.jpg_gamma,Prawn_0,24.666,0.2208528922156099,0.1275094767719898,24.958,24.424,24.616,"(1968.0128365, 2012.009916, 84.998662, 117.0022765)","(1963.9922582, 2003.9962698, 89.0007008, 120.999036)","(1976.0071211, 2036.0091864, 85.00244099999999, 117.001991)",125.91,126.254,125.91,57.385,60.926,58.181,0.2942581907953586
423,carapace:undistorted_GX010094_9_129.jpg_gamma,Prawn_1,33.87566666666667,4.063179078286142,2.34587753461416,36.011,37.428,28.188,"(1964.013102, 2764.017387, 201.0024395, 53.00078600000001)","(1959.9955126, 2747.9941188, 220.9968798, 60.9991112)","(1988.0098614, 2792.0131004, 160.9984632, 36.9972979)",165.426,164.745,167.32,57.385,60.926,58.181,0.2942581907953586
432,carapace:undistorted_GX010094_24_430.jpg_gamma,Prawn_0,32.81066666666666,1.873598379826607,1.081722528946139,30.223,34.598,33.611,"(4991.9625996, 32.0020006, 164.9961174, 65.00005910000002)","(4983.9547395, 44.00146409999999, 176.9964171, 64.99810319999999)","(4975.9943622, 52.001433, 188.9969029, 56.9973058)",-158.682,-160.017,-163.413,58.249,54.129,58.363,0.2942581907953586
433,carapace:undistorted_GX010094_24_430.jpg_gamma,Prawn_1,34.47933333333334,4.241933076113086,2.449081203378268,30.687,40.401,32.35,"(3835.970420300001, 831.9937666000001, 116.9989414, 137.001648)","(3823.9648566, 827.9950743, 141.0006321, 168.9961509)","(3827.9941522, 852.0005828999999, 113.0024406, 152.9986045)",130.462,129.806,126.384,58.249,54.129,58.363,0.2942581907953586
434,carapace:undistorted_GX010094_24_430.jpg_gamma,Prawn_2,33.39733333333334,6.820112674207728,3.93759388835741,25.482,42.128,32.582,"(1183.9924736, 1631.9855326, 144.9992357, 36.9997648)","(1159.9898829, 1603.9884183, 220.9978812, 60.9979701)","(1195.9979412, 1611.9977326, 184.9990374, 49.0015748)",-165.964,-164.745,-165.379,58.249,54.129,58.363,0.2942581907953586
443,carapace:undistorted_GX010094_93_1258.jpg_gamma,Prawn_0,28.93333333333333,3.928895547379978,2.268348901897752,26.083,26.228,34.489,"(555.9989893, 871.9958988, 157.0005063, 21.0021417)","(543.9982156, 879.997958, 148.996946, 29.00114)","(523.9979692000001, 883.9954888000001, 181.0017804, 24.9991696)",7.306,10.713,7.595,60.299,57.428,52.652,0.2942581907953586
444,carapace:undistorted_GX010094_93_1258.jpg_gamma,Prawn_1,35.58000000000001,5.919064284158436,3.417373357809573,28.831,34.666,43.243,"(1963.9926991, 607.9948169999999, 69.00014569999999, 160.99833)","(1947.9922168, 575.9970972, 76.9994624, 184.9985592)","(1923.9935884, 544.000464, 73.001998, 216.9999528)",-66.975,-67.557,-71.565,60.299,57.428,52.652,0.2942581907953586
453,carapace:undistorted_GX010094_163_2312.jpg_gamma,Prawn_0,36.263,3.068697552165521,1.771713357804309,35.436,40.366,32.987,"(2084.0050496, 2496.010232, 180.9986535, 109.0020037)","(2091.9910896, 2511.9920736, 189.0017856, 108.9977616)","(2091.9910896, 2519.9897904, 157.000176, 84.99924)",-30.964,-29.876,-28.301,59.237,53.712,53.712,0.2942581907953586
478,carapace:undistorted_GX010096_107_1571.jpg_gamma,Prawn_0,35.103,1.971266766996966,1.138111398570262,36.636,36.353,32.32,"(2968.0000315, 1328.0006672, 184.9977297, 104.99762)","(2964.0015846, 1350.0029736, 168.9978726, 96.9990624)","(2956.0137032, 1324.0075627, 165.001316, 93.00232849999999)",150.524,150.255,150.709,57.691,53.226,58.181,0.2942581907953586
487,carapace:undistorted_GX010097_32_528.jpg_gamma,Prawn_0,43.06933333333334,1.937810161554073,1.118795218411636,42.904,40.783,45.521,"(3647.9757138, 107.9981584, 220.9978892, 96.9991748)","(3653.994146, 107.998417, 210.9993455, 103.0009285)","(3640.0128116, 95.99864999999998, 241.0031563, 112.9991382)",-23.575,-25.907,-25.017,55.946,57.245,58.181,0.2942581907953586
488,carapace:undistorted_GX010097_32_528.jpg_gamma,Prawn_1,30.80866666666666,3.554090069514589,2.051954858358424,26.531,35.233,30.662,"(3539.9719608, 899.9921128, 145.0008428, 36.9970898)","(3503.9950725, 869.998061, 187.0022415, 78.99810000000001)","(3540.017126899999, 872.0051917999998, 168.9983507, 61.00277849999999)",14.036,22.751,19.654,55.946,57.245,58.181,0.2942581907953586
489,carapace:undistorted_GX010097_32_528.jpg_gamma,Prawn_2,28.918,1.593924297658664,0.920252622321115,30.752,26.866,29.136,"(4439.969668199999, 2447.9843652, 52.9976458, 165.0015378)","(4433.991618, 2459.9951095, 55.000996, 145.001585)","(4436.0161631, 2448.0121198, 56.9999257, 160.9984632)",107.592,110.556,109.29,55.946,57.245,58.181,0.2942581907953586
540,carapace:undistorted_GX010097_60_1080.jpg_gamma,Prawn_0,37.538,3.957245085494032,2.284716515359303,36.969,33.001,42.644,"(2687.9844735, 1159.9925945, 224.99948, 17.0025255)","(2681.9884665, 1163.9916337, 181.0003111, 24.9987661)","(2656.0186632, 1152.0102096, 221.002344, 8.9980632)",4.086,7.595,2.083,60.745,55.027,51.624,0.2942581907953586
541,carapace:undistorted_GX010097_60_1080.jpg_gamma,Prawn_1,27.723,5.287761782329708,3.052890688438672,21.57,34.48,27.119,"(1899.9881845, 2135.988584, 112.997849, 69.00024549999999)","(1895.9883012, 2099.9898983, 156.9975337, 108.9974816)","(1876.0109976, 2116.016136, 112.9997736, 84.998916)",31.264,34.695,36.87,60.745,55.027,51.624,0.2942581907953586
554,carapace:undistorted_GX010097_105_1651.jpg_gamma,Prawn_0,36.993,1.094604037997301,0.6319699359937928,36.222,36.216,38.541,"(2747.994386, 307.996765, 45.0006898, 208.9975952)","(2723.9978241, 312.0016374, 49.0004478, 210.9969513)","(2732.0106744, 311.9994806, 53.00130779999999, 225.000486)",78.056,77.125,76.931,58.694,59.481,59.666,0.2942581907953586
555,carapace:undistorted_GX010097_105_1651.jpg_gamma,Prawn_1,43.29533333333333,0.9457516704834427,0.5460299815401539,43.982,43.946,41.958,"(4727.989520800001, 623.9993916000001, 253.000487, 56.9977434)","(4685.9905053, 653.9995431, 258.9981183, 42.9988149)","(4704.0197072, 624.0049277999999, 245.0005292, 56.9989298)",-12.529,-9.246,-12.926,58.694,59.481,59.666,0.2942581907953586
556,carapace:undistorted_GX010097_105_1651.jpg_gamma,Prawn_2,32.39866666666666,1.03261168349428,0.5961786334337752,33.505,32.671,31.02,"(3723.9934344, 907.99618, 197.0005416, 16.9977824)","(3725.9969058, 911.9983806, 192.9980007, 31.0014972)","(3732.018801, 912.0067432, 185.0003996, 21.002432)",4.667,8.881,6.203,58.694,59.481,59.666,0.2942581907953586
557,carapace:undistorted_GX010097_105_1651.jpg_gamma,Prawn_3,30.09033333333333,0.880630582152484,0.5084323036623535,29.431,31.335,29.505,"(4555.9926232, 1887.9981592, 16.9977824, 173.000565)","(4547.994585300001, 1895.9985117, 13.0025466, 187.0023159)","(4560.0217828, 1896.006482, 5.000010799999999, 176.999189)",95.315,93.691,91.302,58.694,59.481,59.666,0.2942581907953586
566,carapace:undistorted_GX010097_124_1870.jpg_gamma,Prawn_0,29.376,4.468559574031286,2.579924072956843,34.323,23.497,30.308,"(1735.993196, 911.994398, 193.001778, 40.99795)","(1768.004953, 924.0011267, 145.0028731, 25.0007096)","(1728.0000899, 900.000694, 185.0015233, 40.9989271)",-11.768,-9.462,-12.265,57.14,62.129,62.129,0.2942581907953586
567,carapace:undistorted_GX010097_124_1870.jpg_gamma,Prawn_1,31.06633333333334,0.4425534493770857,0.2555083531286578,30.522,31.071,31.606,"(1411.997968, 2367.990166, 105.000464, 140.998664)","(1396.0013526, 2376.0055599, 108.9991176, 161.0010906)","(1384.0042427, 2368.0033447, 108.9991176, 165.0021982)",-53.393,-55.981,-56.634,57.14,62.129,62.129,0.2942581907953586
576,carapace:undistorted_GX010101_12_173.jpg_gamma,Prawn_0,42.12266666666667,2.360164448131151,1.362641579460305,42.095,39.246,45.027,"(3308.0086554, 983.9995453999999, 192.9977326, 128.9977176)","(3299.9889664, 1003.9988956, 185.0019596, 120.9968341)","(3269.9752, 983.99416, 199.00072, 139.00088)",-33.69,-33.111,-34.875,54.818,55.973,53.6,0.2942581907953586
589,carapace:undistorted_GX010102_9_165.jpg_gamma,Prawn_0,27.877,1.727342660466263,0.9972817500029211,30.205,27.354,26.072,"(2385.9992, 624.0, 75.998, 139.0012)","(2394.002, 636.0016, 67.002, 126.9996)","(2388.0022992, 623.9996028, 72.99936000000001, 121.0018068)",-61.477,-62.354,-59.036,52.0,52.0,53.676,0.2942581907953586
590,carapace:undistorted_GX010102_9_165.jpg_gamma,Prawn_2,20.31433333333333,2.860359689891388,1.651429436937948,17.958,24.34,18.645,"(3016.0, 543.998, 16.9988, 93.00200000000001)","(3006.0004, 539.9992000000001, 13.0, 126.9996)","(3016.000764, 544.0008924000001, 5.0026032, 101.0021292)",-80.134,-84.56,-87.709,52.0,52.0,53.676,0.2942581907953586
591,carapace:undistorted_GX010102_9_165.jpg_gamma,Prawn_3,19.84666666666667,1.572559343518994,0.9079175602973522,19.045,22.044,18.451,"(2316.002, 1427.998, 68.9988, 72.9976)","(2304.0004, 1427.998, 78.9984, 84.9992)","(2323.9990368, 1424.0028096, 69.00049800000001, 72.99936000000001)",133.363,132.879,133.363,52.0,52.0,53.676,0.2942581907953586
592,carapace:undistorted_GX010102_9_165.jpg_gamma,Prawn_4,21.88,1.476131656278215,0.8522450091115558,20.191,23.787,21.662,"(2255.9992, 2544.0012, 68.9988, 81.0004)","(2249.9984, 2555.9976, 78.9984, 97.0008)","(2260.001142, 2540.001996, 76.99822200000001, 89.0001756)",-49.635,-50.906,-49.185,52.0,52.0,53.676,0.2942581907953586
601,carapace:undistorted_GX010102_50_1396.jpg_gamma,Prawn_0,32.966,5.186756790133887,2.994575429004919,26.978,39.629,32.291,"(4051.9826564, 667.9969248000001, 88.99831460000001, 128.9977512)","(4026.0304998, 672.0030338, 90.9986574, 169.002316)","(4011.9958945, 671.997777, 105.001435, 153.002091)",55.491,61.821,55.62,57.578,48.094,57.035,0.2942581907953586
610,carapace:undistorted_GX010105_28_816.jpg_gamma,Prawn_0,19.029,4.057555257376869,2.342630620098316,13.305,22.241,21.541,"(3452.01597, 648.0009249999999, 61.0002965, 57.0031085)","(3420.9778612, 626.9981128, 91.0017771, 93.9985106)","(3436.003113, 632.0022885000001, 72.998865, 80.9982615)",-43.025,-45.939,-48.013,61.685,58.189,49.965,0.2942581907953586
611,carapace:undistorted_GX010105_28_816.jpg_gamma,Prawn_1,26.55966666666667,3.511962446015366,2.027632463590828,21.595,29.164,28.92,"(4088.0191625, 488.002372, 101.003019, 88.99911800000001)","(4053.9752599, 440.9969743, 120.9982066, 120.9982066)","(4052.001612, 459.997776, 97.00205100000001, 108.9986475)",-41.348,-45.0,-48.366,61.685,58.189,49.965,0.2942581907953586
620,carapace:undistorted_GX010152_36_378.jpg_gamma,Prawn_1,41.07966666666667,1.889939916740447,1.091157319682316,40.593,43.599,39.047,"(3940.0163628, 2452.0128024, 60.9988407, 288.9998538)","(3960.0263064, 2454.019068, 43.0028934, 294.9986226)","(3971.9911275, 2453.9903937, 42.9961527, 295.0024374)",-78.232,-81.87,-81.87,72.471,68.118,76.059,0.2942581907953586
621,carapace:undistorted_GX010152_36_378.jpg_gamma,Prawn_2,42.725,2.398529688510582,1.384791761320894,44.434,39.333,44.408,"(571.9991088, 1504.0051572, 37.0036926, 321.0030474)","(2682.0168258, 312.0008754, 223.0047084, 151.0039824)","(509.9984127, 1535.9962932, 73.0014282, 331.0011621)",-96.419,-145.954,-102.308,72.471,68.118,76.059,0.2942581907953586
640,carapace:undistorted_GX010154_66_933.jpg_gamma,Prawn_0,42.78533333333333,2.643256871529685,1.526085066314992,41.035,46.521,40.8,"(671.9955962, 583.996071, 89.0008814, 341.0002998000001)","(612.0054855, 592.004391, 125.001006, 340.9988235)","(639.9970672000001, 663.994272, 120.9977456, 256.9980752000001)",-104.511,-110.037,-115.115,85.586,77.795,69.296,0.2942581907953586
691,carapace:undistorted_GX010155_18_219.jpg_gamma,Prawn_2,37.55466666666667,5.364131823717815,3.096982952392119,30.762,43.876,38.026,"(373.167, 318.409, 30.548, 4.69)","(472.0046346, 64.0035801, 13.0006089, 333.003366)","(485.9967030000001, 131.9996306, 7.0026706, 271.0019318)",-8.531,-87.93,-88.727,10.0,75.717,71.021,0.2942581907953586
